場コード,年,回,日,R,馬番,血統登録番号,馬名,ＩＤＭ,騎手指数,情報指数,予備1,予備2,予備3,総合指数,脚質,距離適性,上昇度,ローテーション,基準オッズ,基準人気順位,基準複勝オッズ,基準複勝人気順位,特定情報◎,特定情報○,特定情報▲,特定情報△,特定情報×,総合情報◎,総合情報○,総合情報▲,総合情報△,総合情報×,人気指数,調教指数,厩舎指数,調教矢印コード,厩舎評価コード,騎手期待連対率,激走指数,蹄コード,重適正コード,クラスコード,予備,ブリンカー,騎手名,負担重量,見習い区分,調教師名,調教師所属,前走1競走成績キー,前走2競走成績キー,前走3競走成績キー,前走4競走成績キー,前走5競走成績キー,前走1レースキー,前走2レースキー,前走3レースキー,前走4レースキー,前走5レースキー,枠番,総合印,ＩＤＭ印,情報印,騎手印,厩舎印,調教印,激走印,芝適性コード,ダ適性コード,騎手コード,調教師コード,獲得賞金,収得賞金,条件クラス,テン指数,ペース指数,上がり指数,位置指数,ペース予想,道中順位,道中差,道中内外,後3Ｆ順位,後3Ｆ差,後3Ｆ内外,ゴール順位,ゴール差,ゴール内外,展開記号,距離適性2,枠確定馬体重,枠確定馬体重増減,取消フラグ,性別コード,馬主名,馬主会コード,馬記号コード,激走順位,LS指数順位,テン指数順位,ペース指数順位,上がり指数順位,位置指数順位,騎手期待単勝率,騎手期待3着内率,輸送区分,走法,体型,体型総合1,体型総合2,体型総合3,馬特記1,馬特記2,馬特記3,馬スタート指数,馬出遅率,参考前走,参考前走騎手コード,万券指数,万券印,降級フラグ,激走タイプ,休養理由分類コード,フラグ,入厩何走目,入厩年月日,入厩何日前,放牧先,放牧先ランク,厩舎ランク,改行,年月日,race_key
3,25,3,5,2,15,22106438,タマモブラウンタイ,32.0,0.5,0.6,0.0,0.0,0.0,33.1,3,1.0,3.0,6.0,17.8,8,3.9,8,,,,2.0,,3.0,,2.0,9.0,,42.0,-6.6,11.3,3,3,9.2,149,18.0,3.0,35.0,,,角田大和,570,,角田晃一,栗東,2210643820251004.0,2210643820250907.0,2210643820250712.0,2210643820250525.0,2210643820241109.0,8253106.0,9254209.0,10252512.0,,3243303.0,8,,,,,4.0,,1.0,2,3,10606,10430,730.0,400.0,1,-14.3,-2.3,-18.8,-9.6,H,13.0,16.0,3.0,13.0,12.0,3.0,13.0,13.0,2.0,0,,,,,1,^}@@@@@@@@@@@@@@@@,9.0,0,4.0,5.0,13.0,7.0,14.0,13.0,3.8,16.4,3,,2222322222222322,,,,96.0,,,0.0,0.0,1.0,10624,38,6.0,0,A3,,000009,1,20251104,18.0,宇治田原優駿ステーブル,A,5,,20251122,03_3_5_02
3,25,3,5,2,16,21103338,ネイルンノ,25.0,0.1,0.0,0.0,0.0,0.0,25.1,1,1.0,3.0,26.0,74.9,15,13.6,15,,,,,,,,1.0,,,1.0,-11.9,-9.1,3,3,1.8,79,19.0,3.0,35.0,,,嶋田純次,580,,尾関知人,美浦,2110333820250517.0,2110333820250503.0,2110333820250106.0,2110333820241020.0,2110333820241005.0,4251512.0,4251112.0,6251204.0,4244608.0,4244112.0,8,,,,,,,,2,3,10554,10412,1026.0,400.0,1,-4.9,-7.7,-20.2,-1.7,H,7.0,6.0,4.0,6.0,5.0,4.0,14.0,18.0,3.0,1,,,,,1,~t@[@@@@@@@@@@@@@,3.0,0,15.0,5.0,6.0,12.0,15.0,2.0,0.6,3.6,2,,2333323222333333,,,,729.0,734.0,735.0,0.0,0.0,1.0,10615,16,,0,,4.0,000001,1,20251101,21.0,ミルファーム千葉,E,8,,20251122,03_3_5_02
3,25,3,5,3,1,23103016,ボールドタワー,36.0,0.8,1.8,0.0,0.0,0.0,38.6,1,1.0,3.0,,12.1,5,2.8,5,,,2.0,5.0,,1.0,5.0,12.0,44.0,,134.0,12.6,7.3,3,3,13.4,121,11.0,3.0,38.0,,,菊沢一樹,560,,鈴木慎太郎,美浦,2310301620251115.0,2310301620251019.0,2310301620250927.0,2310301620250720.0,2310301620250712.0,3253301.0,4254202.0,6254803.0,3252804.0,3252506.0,1,4.0,3.0,6.0,5.0,6.0,4.0,1.0,,3,10581,10488,336.0,,0,-15.6,-9.4,-8.1,-2.1,M,5.0,3.0,2.0,5.0,3.0,2.0,1.0,,2.0,2,,,,,1,増田　陽一氏,9.0,0,5.0,3.0,5.0,9.0,1.0,3.0,6.0,22.5,2,,2222322222332323,162.0,,,168.0,162.0,,-0.5,40.0,1.0,10581,56,1.0,0,A2,,000000,4,20250905,,有限会社高橋トレーニングセンター,D,5,,20251122,03_3_5_03
3,25,3,5,3,2,23100241,セイウンバジリスク,27.0,1.1,1.8,0.0,0.0,0.0,29.9,2,5.0,3.0,1.0,8.7,4,2.4,4,,,,6.0,,5.0,2.0,15.0,40.0,,148.0,6.3,12.2,2,3,18.6,131,9.0,3.0,38.0,,,菅原明良,560,,北出成人,栗東,2310024120251109.0,2310024120250928.0,,,,8254201.0,9254905.0,,,,2,5.0,6.0,5.0,4.0,4.0,6.0,,3,3,10599,10388,56.0,,0,-8.5,-4.7,-20.6,-0.9,M,1.0,,2.0,1.0,,2.0,3.0,4.0,1.0,0,,,,,1,西山　茂行氏,5.0,0,3.0,5.0,4.0,4.0,7.0,1.0,8.3,30.1,3,,2222222222222222,,,,481.0,,,0.0,0.0,1.0,10601,38,4.0,0,,,010001,2,20251025,,宇治田原優駿ステーブル,A,5,,20251122,03_3_5_03
3,25,3,5,3,3,23100531,ショウナンタヅナ,29.0,0.3,0.0,0.0,0.0,0.0,29.3,4,,3.0,7.0,31.4,11,6.2,11,,,,2.0,,1.0,,,11.0,,13.0,-10.0,5.3,3,3,4.7,105,22.0,3.0,38.0,,,津村明秀,560,,武市康男,美浦,2310053120250928.0,2310053120250914.0,2310053120250823.0,,,6254901.0,6254404.0,4253105.0,,,2,6.0,5.0,,,,,,3,3,10507,10399,,,0,-21.3,-2.8,-20.9,-9.9,M,7.0,12.0,2.0,6.0,8.0,3.0,6.0,12.0,3.0,0,,,,,1,国本　哲秀氏,8.0,0,9.0,5.0,7.0,2.0,8.0,9.0,1.6,9.2,2,,2223233222332223,,,,734.0,,,-1.2,99.9,1.0,10455,31,7.0,0,A4,,000001,1,20251030,23.0,ＫＳトレーニングセンター,C,6,,20251122,03_3_5_03
3,25,3,5,3,4,23103424,デルマバンダイサン,18.0,0.4,0.9,0.0,0.0,0.0,19.3,4,,3.0,1.0,28.9,9,5.7,9,,,,4.0,,1.0,2.0,,32.0,,40.0,2.6,6.0,3,3,6.3,87,10.0,2.0,18.0,,,鷲頭虎太,540,2.0,井上智史,栗東,2310342420251109.0,,,,,8254205.0,,,,,3,,,,,,,,3,,10622,10523,75.0,,0,-41.3,-15.8,-28.1,-3.0,M,13.0,25.0,2.0,12.0,13.0,4.0,14.0,32.0,3.0,4,,,,,1,浅沼　廣幸氏,1.0,0,11.0,5.0,14.0,11.0,14.0,5.0,2.4,11.5,3,,2222122222222222,162.0,,,162.0,,,0.0,0.0,,10600,27,,0,,,200001,2,20251017,,グリーンウッド・トレーニング,B,3,,20251122,03_3_5_03
3,25,3,5,3,5,23105786,ロードアマルフィ,34.0,2.0,3.2,0.0,0.0,0.0,39.2,2,2.0,3.0,2.0,3.5,2,1.4,2,1.0,5.0,1.0,,,18.0,29.0,7.0,13.0,,437.0,18.8,15.0,2,3,33.0,163,22.0,2.0,37.0,,,丹内祐次,560,,中村直也,栗東,2310578620251102.0,2310578620250810.0,2310578620250726.0,,,,1251601.0,1251105.0,,,3,3.0,4.0,3.0,3.0,3.0,1.0,,,3,10515,10495,250.0,,0,-8.1,-1.7,-21.2,-2.7,M,2.0,,3.0,2.0,,3.0,5.0,7.0,2.0,0,,,,,1,[hz[XNu@@@@@@@@@@,6.0,0,1.0,1.0,3.0,1.0,9.0,4.0,14.9,50.1,3,,2222222222112222,,,,,,,0.0,0.0,1.0,10594,31,6.0,0,,,000001,2,20251008,,宇治田原優駿ステーブル,A,3,,20251122,03_3_5_03
3,25,3,5,3,6,23106570,メイショウタイザン,37.0,2.1,4.6,0.0,0.0,0.0,43.7,3,2.0,3.0,2.0,4.4,3,1.5,3,3.0,,2.0,2.0,,16.0,7.0,15.0,28.0,,372.0,18.2,28.6,2,3,35.5,75,10.0,3.0,38.0,,,秋山稔樹,560,,高橋義忠,栗東,2310657020251101.0,,,,,,,,,,4,1.0,1.0,1.0,2.0,1.0,2.0,,,3,10601,10438,110.0,,0,-6.5,-3.1,-11.1,-2.0,M,4.0,2.0,3.0,3.0,1.0,4.0,2.0,,3.0,3,,,,,1,松本　好隆氏,9.0,0,13.0,4.0,2.0,3.0,3.0,2.0,18.5,49.5,3,,2222222222222222,,,,,,,0.0,0.0,1.0,10601,21,,0,,,000000,1,20251111,11.0,ライジングリハビリテーション,,6,,20251122,03_3_5_03
3,25,3,5,3,7,23105728,モズタイシソウシ,18.0,0.1,0.0,0.0,0.0,0.0,18.1,3,5.0,3.0,4.0,69.7,15,12.5,15,,,,1.0,,,,,7.0,,4.0,-10.7,-10.0,3,3,1.8,119,12.0,3.0,38.0,,,和田陽希,530,3.0,平田修,栗東,2310572820251018.0,,,,,8253606.0,,,,,4,,,,,,,,,3,10643,10392,,,0,-17.1,-16.5,-17.5,-10.0,M,6.0,9.0,2.0,7.0,9.0,2.0,8.0,17.0,1.0,0,,,,,1,Ls^EVXe@@@@@@@@@,9.0,0,7.0,5.0,6.0,12.0,6.0,10.0,0.6,3.6,3,,2222222222222233,,,,,,,0.0,0.0,1.0,10558,36,5.0,0,B1,,010001,2,20250923,,アカデミー牧場,D,5,,20251122,03_3_5_03
3,25,3,5,3,8,23101581,モンサンヴェロニカ,10.0,0.4,-1.0,0.0,0.0,0.0,9.4,4,,3.0,3.0,24.5,8,5.0,8,,,,1.0,,2.0,1.0,,12.0,,24.0,-12.3,-10.0,3,3,6.3,93,11.0,2.0,18.0,,,永島まなみ,530,9.0,平田修,栗東,2310158120251026.0,,,,,4254405.0,,,,,5,,,,,,,,3,,10607,10392,,,0,-41.4,-39.5,-12.3,-17.0,M,15.0,26.0,3.0,15.0,23.0,2.0,13.0,29.0,2.0,4,,,,,2,山下　新一氏,6.0,0,10.0,5.0,15.0,15.0,4.0,15.0,2.4,11.5,3,,2332222321332222,,,,186.0,171.0,,-1.0,99.9,,10613,29,,0,,,210001,2,20250920,,チャンピオンヒルズ,A,5,,20251122,03_3_5_03
3,25,3,5,3,9,23106264,ニシノガウェイン,24.0,0.2,0.0,0.0,0.0,0.0,24.2,3,,3.0,3.0,31.0,10,6.1,10,,,1.0,,,1.0,,1.0,8.0,,24.0,-5.5,-2.7,3,3,3.4,75,3.0,3.0,38.0,,1,横山琉人,560,,稲垣幸雄,美浦,2310626420251025.0,2310626420250928.0,2310626420250810.0,,,5254801.0,6254901.0,4252602.0,,,5,,,,,,,,3,3,10612,10476,,,0,-25.8,-9.4,-21.7,-12.7,M,8.0,12.0,3.0,9.0,10.0,3.0,7.0,16.0,3.0,0,,,,,1,西山　茂行氏,5.0,0,13.0,5.0,9.0,8.0,10.0,13.0,1.3,6.7,2,,3333332222322322,,,,,,,-0.8,67.0,21.0,30113,21,,0,,,000001,1,20251112,10.0,西山牧場阿見分場,D,5,,20251122,03_3_5_03
3,25,3,5,3,10,23103547,ブリッジエフェクト,36.1,2.6,4.1,0.0,0.0,0.0,42.8,4,2.0,3.0,1.0,3.2,1,1.4,1,3.0,2.0,1.0,1.0,,18.0,21.0,14.0,14.0,,440.0,15.3,26.2,3,3,43.9,162,9.0,2.0,37.0,,,斎藤新,560,,斎藤誠,美浦,2310354720251109.0,,,,,3253206.0,,,,,6,2.0,2.0,2.0,1.0,2.0,3.0,,1,1,10598,10396,300.0,,0,-29.1,-8.0,-8.8,-4.0,M,10.0,18.0,2.0,8.0,9.0,4.0,4.0,4.0,4.0,3,,,,,1,[Xz[X@@@@@@@@@@@,1.0,0,2.0,2.0,10.0,7.0,2.0,7.0,24.5,58.3,2,,2222312221222333,162.0,,,162.0,,,-1.0,99.9,1.0,10598,38,3.0,0,,,000000,2,20251021,,山元トレーニングセンター,A,5,,20251122,03_3_5_03
3,25,3,5,3,11,23105712,ソルプレーザ,13.0,0.2,-1.0,0.0,0.0,0.0,12.2,4,,3.0,15.0,48.6,13,9.2,13,,,,,,,,,2.0,,3.0,-11.9,-15.7,3,3,3.4,69,10.0,2.0,18.0,,,長浜鴻緒,540,2.0,菊川正達,美浦,2310571220250802.0,2310571220250720.0,,,,1251301.0,,,,,6,,,,,,,,3,,10634,10361,,,0,-31.2,-25.6,-23.9,-11.5,M,11.0,19.0,3.0,14.0,15.0,2.0,15.0,35.0,1.0,4,,,,,1,fBAXgNu@@@@@@@@@@,2.0,0,15.0,5.0,12.0,14.0,13.0,11.0,1.3,6.7,2,,2223222222222222,,,,,,,-0.3,50.0,,10560,18,,0,,3.0,200001,1,20251031,22.0,ディアレストクラブ,,7,,20251122,03_3_5_03
3,25,3,5,3,12,23105736,ルビーブロンド,15.0,0.1,-1.0,0.0,0.0,0.0,14.1,3,5.0,3.0,2.0,67.4,14,12.2,14,,,,1.0,,,,,8.0,,5.0,-12.3,-10.0,3,3,1.8,107,10.0,3.0,38.0,,,柴田裕一郎,530,2.0,笹田和秀,栗東,2310573620251102.0,,,,,,,,,,7,,,,,,,,,3,10632,10413,,,0,-23.6,-20.5,-14.5,-13.0,M,9.0,14.0,2.0,10.0,13.0,2.0,9.0,17.0,2.0,0,,,,,2,sz[X[VO@@@@@@@@@,8.0,0,8.0,5.0,8.0,13.0,5.0,14.0,0.6,3.6,3,,3222222222332222,,,,153.0,462.0,,0.0,0.0,1.0,10632,25,,0,B2,,010000,2,20250926,,キャニオンファーム土山,B,5,,20251122,03_3_5_03
3,25,3,5,3,13,23107072,パノラマステージ,25.0,0.5,1.9,0.0,0.0,0.0,27.4,3,,3.0,4.0,16.9,6,3.7,6,,,,7.0,,1.0,,2.0,41.0,,53.0,7.4,12.0,3,3,9.2,130,10.0,2.0,18.0,,,Ａ．プーシャ,550,,牧浦充徳,栗東,2310707220251019.0,2310707220250830.0,,,,4254201.0,7254305.0,,,,7,7.0,,4.0,6.0,5.0,5.0,1.0,3,,70370,10422,,,0,-2.3,-7.4,-30.1,-3.7,M,3.0,,4.0,4.0,2.0,3.0,11.0,21.0,2.0,4,,,,,2,吉田　勝己氏,1.0,0,4.0,5.0,1.0,5.0,15.0,6.0,3.8,16.4,3,,2222222222222222,,,,,,,0.6,0.0,,10605,40,2.0,0,A1,,200001,2,20250924,,ノーザンファームしがらき,A,3,,20251122,03_3_5_03
3,25,3,5,3,14,23100729,ヘルメスギャング,17.0,0.2,-1.0,0.0,0.0,0.0,16.2,4,,3.0,8.0,34.7,12,6.7,12,,,,,,,,,1.0,,1.0,-11.9,-20.0,3,3,3.4,86,10.0,3.0,38.0,,,今村聖奈,540,9.0,武井亮,美浦,2310072920250921.0,,,,,6254704.0,,,,,8,,,,,,,,,3,10613,10456,,,0,-30.1,-8.0,-23.1,-12.0,M,12.0,20.0,2.0,11.0,13.0,3.0,10.0,18.0,3.0,0,,,,,1,フィールドレーシング,,0,12.0,5.0,11.0,6.0,11.0,12.0,1.3,6.7,2,,2223232222332233,162.0,136.0,,162.0,189.0,,-1.0,99.9,1.0,10613,17,,0,,,000000,1,20251105,17.0,ブルーステーブル,B,3,,20251122,03_3_5_03
3,25,3,5,3,15,23100962,ホッカイダイオー,19.0,0.4,0.5,0.0,0.0,0.0,19.9,3,,3.0,9.0,22.8,7,4.7,7,,,,5.0,,3.0,,,15.0,,51.0,1.6,3.9,3,3,6.3,120,4.0,2.0,18.0,,,木幡巧也,560,,奥平雅士,美浦,2310096220250915.0,2310096220250816.0,2310096220250720.0,,,6254502.0,4252701.0,3252805.0,,,8,,,,,,,1.0,3,,10582,10384,,,0,-40.0,-14.6,-23.8,-5.5,M,14.0,25.0,4.0,13.0,14.0,5.0,12.0,27.0,4.0,4,,,,,1,ノブレーシング,,0,6.0,5.0,13.0,10.0,12.0,8.0,2.4,11.5,2,,2322311212221123,162.0,136.0,,53.0,162.0,171.0,-0.2,33.0,,10577,30,8.0,0,A3,,200001,1,20251029,24.0,西山牧場阿見分場,D,8,,20251122,03_3_5_03
3,25,3,5,4,1,19105140,カレンマックナイト,10.0,0.5,0.0,0.0,0.0,0.0,10.5,3,0.0,3.0,3.0,28.6,11,5.3,11,,,,5.0,,1.0,1.0,1.0,23.0,,22.0,-3.3,-10.0,3,3,7.6,98,4.0,1.0,62.0,,,黒岩悠,600,,平田修,栗東,1910514020251026.0,1910514020251005.0,1910514020250803.0,1910514020250628.0,1910514020241228.0,5254904.0,5254204.0,4252401.0,10252101.0,8247910.0,1,,,,,,,1.0,2,2,10493,10392,2964.0,,0,,,,,,,,,,,,,,,,,,,,1,鈴木　隆司氏,9.0,0,,,,,,,2.9,14.2,3,,2213322222332212,,,,162.0,202.0,,,7.0,,,28,2.0,0,A2,,000000,3,20250913,,ノーザンファームしがらき,A,5,,20251122,03_3_5_04
3,25,3,5,4,2,22107047,コパノヴィンセント,10.0,0.5,0.0,0.0,0.0,0.0,10.5,2,0.0,3.0,19.0,28.5,10,5.2,10,,,,3.0,,1.0,1.0,1.0,17.0,,18.0,-11.9,-4.6,3,3,7.7,92,3.0,3.0,32.0,,,水沼元輝,560,3.0,上原博之,美浦,2210704720250706.0,2210704720250316.0,2210704720241211.0,2210704720241121.0,2210704720241014.0,3252409.0,7252210.0,,,5244409.0,2,,,,,,,,,2,10621,10293,1155.0,,0,,,,,,,,,,,,,,,,,,,,1,小林　祥晃氏,5.0,0,,,,,,,2.9,14.2,2,,1222322222221233,162.0,,,162.0,,,,0.0,,,24,5.0,0,A4,1.0,210001,1,20251002,51.0,阿見トレーニングセンター,C,5,,20251122,03_3_5_04
3,25,3,5,4,3,22110094,ビリオネアボーイ,10.0,0.5,0.7,0.0,0.0,0.0,11.2,3,0.0,3.0,5.0,27.4,9,5.1,9,,,,4.0,,,,,13.0,,21.0,-3.8,10.0,3,3,7.7,93,23.0,2.0,62.0,,,井上敏樹,560,,新谷功一,栗東,2211009420251013.0,2211009420250830.0,2211009420250713.0,2211009420250601.0,2211009420250517.0,5254504.0,1252304.0,,,8252705.0,3,5.0,,5.0,,5.0,,1.0,3,3,10571,10481,196.0,,0,,,,,,,,,,,,,,,,,,,,1,矢野　悦三氏,10.0,6,,,,,,,2.9,14.2,3,,2223112222222322,,,,889.0,167.0,,,38.0,,,25,4.0,0,A3,,000001,1,20251107,15.0,チャンピオンヒルズ,A,6,,20251122,03_3_5_04
3,25,3,5,4,4,19104842,ボルタドマール,10.4,1.8,2.8,0.0,0.0,0.0,15.0,2,0.0,3.0,1.0,4.7,2,1.6,2,,1.0,3.0,3.0,,5.0,19.0,13.0,27.0,,335.0,13.0,15.8,2,3,30.9,54,11.0,2.0,62.0,,3,伴啓太,600,,黒岩陽一,美浦,1910484220251109.0,1910484220250802.0,1910484220250518.0,1910484220250405.0,1910484220250216.0,3253205.0,4252301.0,4251604.0,6253304.0,10251804.0,3,2.0,2.0,3.0,2.0,2.0,2.0,,3,2,10567,10442,4410.0,,0,,,,,,,,,,,,,,,,,,,,3,今中　俊平氏,5.0,0,,,,,,,15.3,46.9,2,,3212112211332322,162.0,,,162.0,189.0,202.0,,12.0,,,3,,0,,,000000,2,20251017,,吉澤ステーブルＥＡＳＴ,C,2,,20251122,03_3_5_04
3,25,3,5,4,5,20100684,マルベリーシチー,10.5,3.3,3.2,0.0,0.0,0.0,17.0,1,0.0,3.0,3.0,2.2,1,1.2,1,7.0,,,,,49.0,10.0,5.0,3.0,,642.0,21.7,12.9,2,3,59.8,59,2.0,3.0,62.0,,,上野翔,600,,奥平雅士,美浦,2010068420251026.0,2010068420250720.0,2010068420250518.0,2010068420250323.0,2010068420250209.0,5254904.0,3252801.0,4251605.0,6252804.0,10251604.0,4,1.0,1.0,1.0,1.0,3.0,1.0,,3,2,10511,10384,1420.0,,0,,,,,,,,,,,,,,,,,,,,1,Fxz[XNu@@@@@@@@@@@,5.0,0,,,,,,,39.2,73.7,2,,2323222222321222,162.0,136.0,,153.0,62.0,103.0,,0.0,,,7,,0,,,000000,1,20251112,10.0,小野瀬ファーム,E,8,,20251122,03_3_5_04
3,25,3,5,4,6,20103502,トラストエムシー,10.0,1.6,3.1,0.0,0.0,0.0,14.7,2,0.0,3.0,15.0,7.4,4,2.0,4,,3.0,2.0,2.0,,4.0,14.0,18.0,25.0,,191.0,12.0,19.5,3,3,27.4,110,3.0,2.0,15.0,,,高田潤,600,,北出成人,栗東,2010350220250803.0,2010350220250712.0,2010350220250323.0,2010350220250309.0,2010350220250222.0,4252408.0,10252509.0,9251807.0,9251407.0,10251912.0,4,3.0,,2.0,3.0,1.0,3.0,,2,,10468,10388,2897.0,,0,,,,,,,,,,,,,,,,,,,,1,RXERX@@@@@@@@@@@@,,0,,,,,,,12.9,38.9,3,,2333232222332333,162.0,,,162.0,,,,4.0,,,18,,0,,1.0,210001,1,20251023,30.0,宇治田原優駿ステーブル,A,5,,20251122,03_3_5_04
3,25,3,5,4,7,18105199,ビジューブリランテ,10.0,0.5,0.0,0.0,0.0,0.0,10.5,2,0.0,3.0,15.0,24.4,8,4.6,8,,,1.0,2.0,,2.0,1.0,2.0,17.0,,40.0,1.6,-10.0,3,3,7.7,75,3.0,2.0,12.0,,,坂口智康,570,3.0,浅利英明,美浦,1810519920250802.0,1810519920250525.0,1810519920250406.0,1810519920250118.0,1810519920241215.0,1251310.0,,6253408.0,6251612.0,6245612.0,5,,,,,,6.0,,2,3,10631,10513,2586.0,,0,,,,,,,,,,,,,,,,,,,,3,VN[VO@@@@@@@@@@@,3.0,0,,,,,,,2.9,14.2,2,,2223322221332323,162.0,,,69.0,162.0,873.0,,13.0,,,21,7.0,0,,1.0,210001,1,20251028,25.0,ノーザンファーム天栄,A,7,,20251122,03_3_5_04
3,25,3,5,4,8,22100979,マイネルトラオム,10.0,0.5,0.0,0.0,0.0,0.0,10.5,2,0.0,3.0,9.0,21.6,7,4.1,7,,,,2.0,,,,2.0,20.0,,22.0,-2.5,-4.7,3,3,7.6,72,3.0,2.0,18.0,,2,石神深一,580,,深山雅史,美浦,2210097920250914.0,2210097920250830.0,2210097920250816.0,2210097920250727.0,2210097920250629.0,6254407.0,4253306.0,4252712.0,7253211.0,3252204.0,5,,,,,,,,2,,10479,10483,846.0,,0,,,,,,,,,,,,,,,,,,,,1,TubhNuEtBA@@@@,1.0,0,,,,,,,2.9,14.2,2,,2323313222222222,162.0,,,173.0,162.0,809.0,,0.0,,,20,8.0,0,,,210001,5,20250715,,ビッグレッドファーム鉾田,C,8,,20251122,03_3_5_04
3,25,3,5,4,9,21103819,ストームバンガード,10.0,0.8,0.0,0.0,0.0,0.0,10.8,3,0.0,3.0,5.0,15.7,5,3.2,5,,,1.0,2.0,,3.0,2.0,8.0,26.0,,77.0,5.6,-10.0,3,3,13.6,124,22.0,1.0,32.0,,,小牧加矢太,600,,岡田稲男,栗東,2110381920251012.0,2110381920251005.0,2110381920250629.0,2110381920250518.0,2110381920250412.0,8253409.0,8253208.0,10252210.0,8252812.0,9252512.0,6,7.0,,,5.0,,5.0,1.0,,2,10616,10376,2675.0,,0,,,,,,,,,,,,,,,,,,,,1,sz[X[VO@@@@@@@@@,8.0,0,,,,,,,6.1,23.2,3,,2212113222321122,162.0,136.0,,398.0,37.0,131.0,,11.0,,,39,1.0,0,A1,,210001,3,20250906,,グリーンウッド・トレーニング,B,8,,20251122,03_3_5_04
3,25,3,5,4,10,19101023,アルカンサス,10.3,0.7,0.0,0.0,0.0,0.0,11.0,4,0.0,3.0,1.0,18.3,6,3.7,6,,1.0,,3.0,,,3.0,1.0,36.0,,68.0,0.5,-3.3,3,3,11.2,91,23.0,3.0,62.0,,,土田真翔,570,3.0,土田稔,美浦,1910102320251109.0,1910102320251012.0,1910102320250914.0,1910102320250824.0,1910102320250727.0,3253204.0,8253404.0,6254401.0,7254201.0,7253201.0,6,6.0,3.0,,6.0,6.0,,,3,3,10618,10287,,,0,,,,,,,,,,,,,,,,,,,,1,一村　哲也氏,1.0,0,,,,,,,4.5,20.0,2,,2223122222321222,162.0,136.0,,153.0,87.0,224.0,,12.0,,,26,3.0,0,,,000000,21,20240710,,ＫＳトレーニングセンター,C,8,,20251122,03_3_5_04
3,25,3,5,4,11,22103181,モンツァフレイバー,10.2,0.2,0.0,0.0,0.0,0.0,10.4,3,0.0,3.0,14.0,35.4,12,6.4,12,,,,,,1.0,,,6.0,,23.0,-12.1,-9.0,3,4,4.0,64,23.0,2.0,18.0,,1,草野太郎,580,,久保田貴士,美浦,2210318120250810.0,2210318120250629.0,2210318120250510.0,2210318120250420.0,2210318120250216.0,1251606.0,3252202.0,5252504.0,3251406.0,5251605.0,7,,4.0,6.0,,,,,3,3,10533,10377,,,0,,,,,,,,,,,,,,,,,,,,1,尾田　信夫氏,5.0,0,,,,,,,1.5,8.0,2,,2223222221332323,,,,,,,,14.0,,,17,,0,B2,1.0,210001,1,20251016,37.0,北総牧場,E,2,,20251122,03_3_5_04
3,25,3,5,4,12,21101164,フォルガイル,10.1,1.4,2.2,0.0,0.0,0.0,13.7,2,0.0,3.0,1.0,6.0,3,1.8,3,,2.0,,5.0,,1.0,16.0,14.0,35.0,,263.0,11.9,10.9,2,3,22.9,78,23.0,2.0,62.0,,,江田勇亮,600,,加藤和宏,美浦,2110116420251109.0,2110116420250713.0,2110116420250629.0,2110116420250524.0,2110116420250503.0,3253204.0,10252601.0,10252201.0,4251704.0,4251101.0,7,4.0,5.0,4.0,4.0,4.0,4.0,,3,2,10441,10387,138.0,,0,,,,,,,,,,,,,,,,,,,,1,CI[Xz[X@@@@@@@@@,4.0,0,,,,,,,12.1,45.9,2,,2323322222333333,162.0,,,162.0,734.0,491.0,,13.0,,,12,,0,,,000001,2,20250925,,松風馬事センター,C,8,,20251122,03_3_5_04
3,25,3,5,4,13,22103159,テーオービースト,10.0,0.1,-1.0,0.0,0.0,0.0,9.1,3,0.0,3.0,3.0,56.1,14,9.5,14,,,,1.0,,,,,6.0,,1.0,-11.9,-12.7,3,4,1.5,85,2.0,2.0,62.0,,,大江原圭,580,,清水英克,美浦,2210315920251026.0,2210315920250914.0,2210315920250816.0,2210315920250726.0,2210315920250614.0,5254904.0,6254407.0,4252710.0,4252109.0,5253303.0,8,,6.0,,,,,,3,3,10540,10390,,,0,,,,,,,,,,,,,,,,,,,,1,大橋　利幸氏,,0,,,,,,,0.6,3.5,2,,3333112231332333,,,,162.0,189.0,205.0,,0.0,,,23,6.0,0,B1,,000001,5,20250710,,ＫＳトレーニングセンター,C,7,,20251122,03_3_5_04
3,25,3,5,4,14,22105887,ツリートップムーン,9.9,0.2,-1.0,0.0,0.0,0.0,9.1,3,0.0,3.0,12.0,41.9,13,7.4,13,,,,,,,,,4.0,,3.0,-12.3,-10.0,3,3,4.1,51,22.0,3.0,18.0,,,小野寺祐太,580,,坂口智康,栗東,2210588720250823.0,2210588720250712.0,2210588720250622.0,2210588720250426.0,2210588720250202.0,7254104.0,10252506.0,9253601.0,8252101.0,10251406.0,8,,,,,,,,3,3,10543,10479,,,0,,,,,,,,,,,,,,,,,,,,1,窪田　芳郎氏,5.0,0,,,,,,,1.6,8.1,3,,2222122222222222,,,,37.0,,,,29.0,,,10,,0,,1.0,210001,1,20251101,21.0,キャニオンファーム土山,B,5,,20251122,03_3_5_04
